id	tc_text	en_text	status
253162	是歐克蠻人挖的嗎？	Cut by Orks?	different
253164	我從來沒有看過歐克蠻人如此用心地完成一項工程。	I've never seen an Ork lend such a careful hand to a task.	different
253166	既然不是歐克蠻人，那就一定是混沌軍團了。	If it wasn't Orks, then it must be the forces of Chaos.	different
253168	我們沿著這條通道前進，看看隱藏在幕後的真相到底是什麼。	We will follow this path and discover the truth behind what has transpired here.	different
253180	神靈族!	Eldar!	different
253182	或許是我們搞錯了。出現在這裡的可能並不是混沌軍團。	Perhaps we were mistaken about the presence of the Forces of Chaos?	different
253184	管他是神靈族還是混沌軍團，我都一定會找出真相。繼續前進。	Be it Eldar or Chaos, I will have answers either way. Press on.	different
253200	是暗黑死神!立即撤退!	Dark Reapers! Fall back!	different
253202	立刻出動偵查小隊。他們的狙擊步槍必定能夠打擊這些外星人的士氣，並讓我們在傷亡人數最少的情況下徹底殲滅他們。	Bring up the Scouts. Their sniper rifles will be sure to break the spirits of these aliens and allow us to close and destroy them with minimal losses.	different
253220	至少我們可以確定，歐克蠻人和神靈族並未結盟。	At least we know that the Orks and Eldar are not in league together.	different
253222	敵人互相攻擊時，不代表他們並未結盟，而可能只是缺乏榮譽感的一種表現。	When one enemy attacks another it does not mean they aren't in league, just that they are living up to their lack of honour.	different
253224	缺乏榮譽感的人，不配活在這世上。	And those who lack honour deserve death.	different
253240	這裡有些不對勁。這些歐克蠻人屍體看來不像是帝國軍隊的所作所為。我們必須小心前進。	Something is not right here. These Ork bodies do not look like they were dispatched by Imperial hands. We must proceed with caution.	different
253242	我們需要犀牛運輸坦克，讓我們能毫髮無傷地通過此地，同時攻擊懸崖上的暗黑死神。	We need Rhino Transport Tanks. They will allow us to get through unscathed and attack the Dark Reapers on those cliffs above.	different
253244	如果我們能在這附近建造第二座基地，將有利於我方對敵軍發動攻擊。	Establishing a secondary base near this location will give us a forward position with which to engage the enemy.	different
257000	我們已將歐克蠻人趕出此地，並擊敗他們的戰爭頭目，但這場戰爭距離結束還有很長一段時間。歐克蠻人仍然威脅要攻佔幾個人口集中的地區；依照他們集結的規模看來，要擊敗所有這星球上的帝國防衛軍力並非不可能。我們除了爭取到一些時間以外，可以說是毫無所獲。	The Orks have been repelled and their Warboss has been defeated, but this war is far from over. The Orks still threaten to overcome several major population centers, and could mass more than a large enough force to overwhelm the Imperial armies present on the planet. We have bought time, nothing more.	different
257002	但這已經不是最重要的問題了。我方偵查兵已經找到明確證據，證明混沌勢力 － 即「終極敵手」 － 有在這個行星上明顯活動的跡象。無論他們藏身何處，我們都得與他們正面對決。只要他們出現在此地，我們就必須將他們揪出來，並徹底殲滅他們!	But this is no longer a primary concern. Our scouts have recovered evidence that the Forces of Chaos, the Great Enemy, may be operating on this planet, right under our very noses. We must face this foe wherever they stand. If there is even a chance that they are here we must seek them out and destroy them!	different
257004	托斯審判官要求我們立刻離開這座行星。我固然服膺他提出的理由，但是他的職權再大，也絕對沒有權力對星際戰士中隊發號施令。我必須承認，他的出現令我十分不悅，特別是我的家鄉塞利尼行星上才剛發生這些事件沒多久。審判官擅於喚起別人的罪惡感，但我現在最不需要的就是罪惡感。	Inquisitor Toth is demanding that we leave the planet. But of all the powers his position grants him commandeering a Space Marine Company is not one of them. I must admit that I find his presence unwelcome so soon after the events on my homeworld of Cyrene. Inquisitors have a way of inflaming a guilty conscience, and that I do not need right now.	different
257010	新領導人	A New Lead	different
260000	進入虎口	Into the Maw	different
260010	建立基地	Establish a Base	different
260011	找個好地點，建立基地以管理這個區域。	Find a good location to establish a base of operations in this area.	different
260012	要小心神靈族的埋伏，他們隨時都可能發動突襲。	Beware of Eldar treachery. An ambush could be waiting around every turn.	different
260020	前往探勘地點	Reach the Dig Site	different
260021	為何混沌星要派遣軍隊到這個星球？這是我們一定要弄清楚的。我們相信他們曾經到過這裡，但是原因我們並不清楚。不過答案就在北方那個探勘地點，讓我們前往該處一探究竟吧!	We must discover why the forces of Chaos are on this planet. We believe they visited this location, but we do not know why. Our answers lie at the dig site to the North. We must reach it!	different
260022	神靈族就在這裡。雖然他們不可能與混沌軍隊結盟，但是看來卻是決心要阻止我們。要隨時小心戒備。	We know the Eldar are here. They are unlikely allies for the Forces of Chaos, but nevertheless they seem determined to stop us. Be on your guard.	different
260030	阻止爆破部隊	Stop Demolition Squad	different
260031	神靈族竟然想要銷毀所有證據，不讓我們知道混沌軍團在此區域停留的目的!我們必須要摧毀掌管爆破行動的先知領導團，阻止他們消滅證據!	The Eldar are trying to destroy all evidence of Chaos in this area! We must stop them by destroying the Seer Council which is overseeing the demolition operation!	different
260032	時間緊迫啊!我們得在他們銷毀所有混沌證據之前，先摧毀這個部隊!	There is not much time! We must destroy this squad before they can destroy all evidence of Chaos.	different
260040	摧毀神靈族基地	Destroy Eldar Bases	different
260041	這區域裡一定有神靈族的作戰基地，要是發現了任何這樣的基地，可要馬上摧毀它!我們一定要剷除所有的異星人!	The Eldar must have field bases in the area. If you encounter them, they must be destroyed! Exterminate the xenos!	different
260042	神靈族十分奸詐狡滑，所以他們的基地一定是設在隱密難尋的地點。	Eldar are masters of deceit and trickery, so their bases may lie in hidden locations.	different
260050	摧毀魍道關口	Destroy Webway Gates	different
260051	神靈族是利用一種稱為「魍道關口」的建築物，迅速地將步兵運送到戰場上。所以要是發現了任何魍道關口，務必摧毀它，好削弱他們的行動力。	The Eldar use structures called Webway Gates to transport infantry quickly across the battlefield. Destroy any you find to limit their mobility.	different
260052	摧毀越多的魍道關口，能夠運送神靈族加入戰場的地點就越少。	Destroying Webway Gates will limit the directions that the Eldar can attack you from.	different
260100	任務 6 - 開始	Mission 6 - Start	different
260101	任務 6 - 基地位置	Mission 6 - Base Location	different
260102	任務 6 - 摧毀傳輸門	Mission 6 - Destroy Gates	different
260103	任務 6 - 已摧毀神靈族基地	Mission 6 - Eldar Bases Destroyed	different
260104	任務 6 - 已摧毀傳輸門	Mission 6 - Gates Destroyed	different
261200	血鴉部隊第三連隊	Blood Ravens 3rd Company	different
261202	法師馬加攻擊部隊	Farseer Macha Strike Force	different
261204	必爾坦攻擊部隊	Biel Tan Strike Force	different
261206	葛里斯諾克加頭目	Clan Griksnocka	different
261208	深淵星護衛隊	Tartarus Defense Force	different
262000	偉大的法師啊!正如你所預言的一般，人類正穿越那道斜坡。他們正一步步踏入我們的陷阱中。	Exalted Farseer. The humans are moving, traversing the slope as you predicted. They are walking into our trap.	different
262002	是的，但務必謹記在心：絕不可以對星際戰士發動突襲。他們會預期在每個彎道都有敵兵埋伏。如果你發動突襲行動，只是讓他們證明自己的懷疑是正確的。	Yes, but you can never ambush a Space Marine. Remember that. They expect treachery at every turn; you can only validate their suspicions.	different
262004	你的命令是？	Your orders?	different
262006	我們已將人類困在這條通道中，正如同他們已將我們困在我們的通道中一般。他們知道自己正在步入圈套之中，因此可能會想要拖我們一起下水。現在，我們只能扮演好自己的角色，並祈禱我們的演技夠好。	We have locked the humans into this path as they have locked us into ours. They know they enter a gauntlet, and they will likely drag us into it as well. Now, we play our parts and pray that we are the better actors.	different
262008	你確定嗎？	Are you certain?	different
262010	沒錯。祭壇告訴我們，我們必須前往柯拉茲山的隘口。怎麼，你懷疑我的判斷是嗎？	Yes. The pass to Mount Korath, this is where the altar said we must go. Why, do you question my findings?	different
262012	我無意質疑你的能力，館長大人，但是就戰術而言，這樣的判斷令我難以接受。畢竟柯拉茲山隘口是適合發動突襲的絕佳位置。	I do not question your abilities, Brother Librarian, but I do question their tactical sense. That mountain pass is the perfect location for an ambush.	different
262014	聽聽看，他的話中充滿了不信任感。他可能在背後喚你變種人，表面上卻畏懼你的神格和力量。快安撫這個不成熟的傢伙。	Listen to the distrust in his voice. He probably calls you mutant behind your back, but he fears your divinity, your power. You must put the child at ease.	different
262016	我不否認這看起來像是陷阱，不過這更是證明了我們的敵人就藏身在前方。	I do not deny that this is likely a trap, which is all the more proof that our enemy lies in this direction.	different
262018	有道理，我的老友。請跟在我身後，並保持警戒。我不容許任何錯誤發生。	Very true, old friend. Stay alert, and follow my lead. I want no mistakes.	different
262020	明白。	Agreed.	different
262040	偵查小隊，你們抵達預定地點了嗎？	Scouts, are you in position?	different
262042	是的，大人。我們發現了第一批神靈族的所在位置。	Yes, My Lord. We have discovered the location of the first Eldar forces.	different
262044	我們必須先想辦法殲滅這批神靈族攻擊部隊，再尋找適當地點規劃作戰策略。	We must find a way to overcome this Eldar strike force before we can scout out a good location to stage our field operations.	different
262060	無畏機兵可以擊毀這些落石。請利用無畏機兵的近距離戰鬥能力，將這些落石自通道上清除。	The Dreadnought can destroy these fallen rocks. Utilize the Dreadnought’s close combat abilities to clear the rocks from the path.	different
262080	這棟建築物是「魍道關口」。神靈族會利用它，在不同的位置之間迅速移動。	This structure is a Webway Portal. The Eldar use them to quickly travel from one location to another.	different
262082	為了限制神靈族的行動能力，一旦發現任何魍道關口，都必須加以摧毀。	We must destroy any Webway Portals we find to limit the Eldar’s mobility.	different
262100	這裡十分適合建立作戰基地。 (聲音自無線電傳出) 加百列呼叫怒禱號戰艦，請鎖定我的所在位置，並準備棄守總部。 (暫停) 立刻行動!	This is a good location to establish a field base. Gabriel to The Litany of Fury, lock on my location and prepare to drop HQ now.	different
262102	現在作戰基地已經建造完成，我們得繼續徒步穿越隘口。請留意敵人的頑強抵抗，行動務求謹慎，並隨時保護作戰基地的安全。	Now that we have established our field base we must continue through the mountain pass on foot. Expect heavy resistance, make sure you move cautiously, and keep the field base protected at all times.	different
262120	大人，我已經依照你的命令抵達這裡了。	My Lord, I have arrived at your request.	different
262122	我們需要你們協助掩護東方隘口。這裡發生的戰事可能會引來附近的歐克蠻人部隊。我們將無法應付更多歐克蠻人部隊的介入。	We need you to cover the Eastern Pass. The combat that is occurring here will likely attract the Ork forces nearby. We cannot afford their interference.	different
262124	我明白了。請放心地將這個隘口交給帝國防衛軍來防守。我們絕不會讓任何歐克蠻人通過這個隘口。	I understand. You can count on the Imperial Guard to hold this pass. No Orks will get by us.	different
262126	如果有任何最新狀況，請立刻讓我知道。可能的話，我也會在歐克蠻人對你們發動攻擊時提供必要的支援。	Keep me apprised of the situation. If possible I will provide you assistance if the Orks attack.	different
262128	是的，大人。	Yes, My Lord.	different
262140	感謝帝皇，你們終於出現了!我以為指揮官忘記我們還待在這兒!	Thank the Emperor you’re here! I think Command forgot about us.	different
262142	你們在這裡待了多久？	How long have you been here?	different
262144	大約一個星期。	About a week.	different
262146	你們獨力在這裡防衛了一個星期？	You held this position for a week, by yourselves?	different
262148	是的，大人。我們看到一些相當不尋常的事情。我們這就帶你去看!	Yes, my lord. We’ve seen some pretty freaky stuff, too. Come on! We’ll show you!	different
262160	艦長大人，這座山似乎因為某些原因而變得十分不穩定。可能會發生更多的地震活動。	Brother-Captain, something has caused this mountain to become unstable. More seismic activity is likely.	different
262180	這些狡猾的外星人渣!他們可以將作戰基地隱藏起來，讓我們的手下怎樣找也看不見。	Treacherous alien scum! They can hide their field bases in plain sight of our men.	different
262182	但是他們仍逃不出我們的雙眼。凡是指揮部隊，像我或是智庫館長，都能識破隱藏的敵方部隊或基地。有士官隨行的隊伍，也能識破隱藏的敵人。	But not from our eyes. Brothers, to locate hidden units or bases utilize a commander unit, like myself, or the Librarian. Squads equipped with Sergeants can also detect hidden enemies.	different
262200	艦長大人，衛星偵察的結果顯示，前方有大批神靈族集結。他們似乎正準備炸毀一處開鑿地點。	Brother-Captain, orbital reconnaissance has discovered a large group of Eldar ahead. They appear to be rigging an excavation site with explosives.	different
262202	看來他們想要炸毀該處來湮滅一切祕密。	It appears they are trying to collapse the site, burying whatever may lie there.	different
262204	毫無疑問，他們正準備要湮滅自己的瀆神行徑。我們絕不容許此事發生。我們必須徹底殲滅位於開鑿地點的所有神靈族。	Trying to cover up their blasphemous work, no doubt. We cannot allow this to happen. We must eliminate the Eldar at the excavation site.	different
262220	我們仍持續挖出神靈族的炸藥和爆破引信，但我們不敢貿然搬動它們。我們拆下他們的引爆裝置，然而就異星科技而言，這已經是我的能力極限了。	We are still unearthing more Eldar explosives and demolition charges, but we dare not move them. We did replace their triggering mechanisms, however, that is all I care to do with such xeno-tech.	different
262222	這會是他們設下的陷阱嗎？	Was this a trap?	different
262224	應該不是。從炸藥放置的方式看來，他們似乎打算要炸毀這個區域，將這裡的標記和附近的人全都埋到地底下。	No. By the placement of the charges, it is likely they planned to collapse this area, burying the marker and anyone near it.	different
262226	他們失敗了。伊薩多，研究一下這裡的標記，看看它會將我們帶往何處。	They failed. Isador, study the marker and see where it leads us next.	different
262228	艦長大人，托斯審判官到了。	Captain, Inquisitor Toth has arrived.	different
262230	我一點也不驚訝。	Of course he has.	different
262232	是的，艦長，這景象著實令人吃驚。但我從來沒說過這顆行星上沒有混沌軍團的蹤跡。我當時說的是：不論是誰在這裡出現，即將到來的異變風暴都會徹底解決他們。我們最好不要待在這裡，和他們走上同一條路。	Yes, Captain, it is an impressive sight, but I never claimed Chaos had not set foot on this planet before. I said that if something were here, the impending warp storm would eliminate that threat. Best we not remain to share its fate.	different
262234	審判官，我先前已經說過，血鴉部隊會待在這裡，直到最後一刻。我們會利用最後兩、三天的時間，找出這道謎題的答案。	And as I explained, Inquisitor, the Blood Ravens will remain until the last possible moment. Until that happens, in two or three days hence, I plan on pursuing this riddle.	different
262236	艦長，我無意... 質疑你為血鴉部隊制訂的決策。但是連上校的帝國防衛軍都被捲入你個人的使命中 --	Captain, I do not… presume to question your decisions concerning the Blood Ravens. But when it comes to employing the Colonel’s Imperial Guard in your quest --	different
262238	我個人的使命!？這已經不是你第一次指控我追求個人利益了!徹底消滅混沌軍團或其他異端，不僅是我的職責，也是你的責任。	My quest?!? Yet again you accuse me of pursuing my personal interests! It is my duty, and yours, to expunge any scent of heresy or Chaos.	different
262240	你已經逾越職權了。	You overstep yourself.	different
262242	審判官，你也一樣。帝國防衛軍不是上校一個人的。他們的生命屬於帝皇所有。若非經過帝皇授權，我也不敢擅自利用帝國防衛軍來對抗黑暗勢力，並於光榮的聖戰中一舉殲滅他們。	As do you, Inquisitor. It is not the 'Colonel’s Imperial Guard'. Their lives belong to the Emperor. It is by his mandate and will that I use the Imperial Guard against the forces of disorder and elevate them in the glory of holy battle.	different
262244	我現在才明白，我來這裡根本就是一個錯誤。如果您想要走上毀滅之路，我當然阻止不了你，但我絕不允許你將我們一起拖下水。	I see now that coming here was a mistake. If you are set on a path that will lead you to destruction I can do nothing to stop you, but I won’t allow you to drag us down with you.	different
262246	根據審查命令，深淵星目前是由我負責掌管。這行星上的所有資源和軍事行動，都歸我一人管轄。艦長，從現在起，你和你的手下必須靠你們自己了。	By Inquisitorial edict I am taking control of the planet Tartarus. All requests for planetary resources, including its military, will go through me. Captain, from this point on you and your men are on your own.	different
263000	在托斯審判官的命令下，所有居民開始集體撤出深淵星。就算天時地利人和樣樣具備，這樣的行動仍可能招致災難。我聽到的消息指出，當民眾開始集體撤往兩座主要的太空港口時，爆發了大規模的集體恐慌。歐克蠻人部隊對運輸隊伍和徒步前進的百姓發動攻擊。在無法集中軍力的情況下，帝國防衛軍為了抵禦歐克蠻人進攻人口稠密的地區，只能不斷葬送自己的寶貴性命。他們都是誓死為帝皇效忠的戰士。	Under the orders of Inquisitor Toth the citizens of Tartarus have begun a mass exodus of the planet. Such an action can lead to disaster in the best of situations, but the reports reaching my ears are ones of planet-wide hysteria as the population makes its pilgrimage to the two main spaceports. Convoys of transports and civilians on foot are being plagued by attacks from Ork forces. Stretched thin, the Imperial Guard is barely keeping order in the major population centers, sacrificing their lives long enough to hold back the green tide of the Orks. They are truly warriors of the Emperor.	different
263002	我多麼希望自己也能參與他們的神聖行動，但我也和他們一樣，有自己的神聖職責必須履行。我們已經找到混沌勢力在深淵星上活動的證據。伊薩多在一座異端祭壇上找到證據，指出混沌勢力可能正在前往柯拉茲山的途中。柯拉茲山是一座古老的山脈，附近有許多歐克蠻人。	I wish for nothing more than to be able to join them in this noble cause, but I cannot deny my duty any more than they can deny theirs. We have found proof that the Forces of Chaos are operating on the planet of Tartarus. Isador has found evidence on a blasphemous altar that indicates they may be headed towards Mt. Korath, an old mountain located dangerously close to an area of heavy Ork activity.	different
263004	我已要求布姆上校派出帝國防衛軍的一支分團，前來掩護我們前進。知道上校的部隊已經自顧不暇之後，我十分後悔自己提出這樣的要求，但是這裡確實有更重要的事情要辦。	I have requested a regiment of Imperial Guard from Colonel Brom to help cover our approach. I regret asking when the Colonel's forces are already stretched to the breaking point, but there are greater things at stake now.	different
280000	獻祭	Sacrifice	different
280010	佔領紀念碑	Capture the Monument	different
280011	在這個神靈族護衛的紀念碑中，有個稱為「鑰匙」的瀆神工藝品。請先擴展勢力範圍，佔領所有的戰略位置，以取得城市的控制權，接著取得那個標記，然後摧毀所有的神靈族反抗勢力。	The Eldar are protecting a monument that contains a blasphemous artifact known as The Key. Regain control of the city by expanding and capturing all Strategic Points in the area, then get to that marker, and destroy any Eldar resistance.	different
280012	神靈族絕對不會讓我們輕易地踏上這片土地。所以一定要確實地建立起堅強的防禦，最好能在更前面的地方，設立第二個基地。	The Eldar will make us pay for every foot of ground. Make sure you establish a strong defense, and possibly a secondary base in an advanced position.	different
280020	摧毀戰神分身	Destroy the Avatar	different
280021	戰神分身這個怪物，是個來自異變星的瀆神惡魔。我們絕不能讓這惡魔任意踐踏帝國的土地，快摧毀他吧!	The Avatar is a monstrosity, a blasphemous Daemon from the Warp. It cannot be allowed to walk on Imperial soil. Destroy it!	different
280022	若是採取近身作戰的話，戰神分身會擁有絕對的優勢，所以與他作戰時，最好保持一定的距離。還有，因為他受傷後可以很快地癒合，因此一定要持續地攻擊他，不讓他有喘息的機會。	The Avatar excels at close combat, so try to engage it at range. Keep the pressure on, as it will heal damage quickly.	different
280030	防守帝國遺址	Secure Imperial Relics	different
280031	聖羅孚‧馬爾市是為了紀念聖羅孚‧馬爾聖人而命名的，它同時也是深淵星所有教徒的聖地。好好地利用你所擁有的最精良部隊，保衛這珍貴的遺址吧!	The city of St. Lloovre Marr, dedicated to the saint of the same name, is the heart of all religion on the planet Tartarus. Secure its precious Relics to justify the requisition of your strongest troops.	different
280032	請仔細地查看地圖，總共有三個遺址。	Search the map thoroughly. There are 3 Relics to find.	different
280040	取得橋樑掌控權	Gain Bridge Control	different
280041	要前往攻擊神靈族，必須通過這條河流。而過河的唯一方法，就是這道北方橋。所以我們一定要先佔領橋前面的戰略位置，並固守二分鐘以上，這樣才有足夠的時間取得橋樑的掌控權，並將閘門放下。	The Northern bridge is the only location where we can cross the river and reach the Eldar. We must capture the Strategic Point in front of the bridge and hold it for 2 minutes. This will allow us the time to override the bridge controls and lower the gates.	different
280042	請派遣步兵團佔領這個戰略位置。別忘了要保持警戒，提防神靈族的反擊。	Use infantry to capture the Strategic Point. Brace yourself for an Eldar counter-attack.	different
280100	任務 7 - 開始	Mission 7 - Start	different
280101	任務 7 - 摧毀戰神分身	Mission 7 - Destroy Avatar	different
280102	任務 7 - 已摧毀戰神分身	Mission 7 - Avatar Destroyed	different
280103	任務 7 - 佔領遺址	Mission 7 - Capture Relics	different
280104	任務 7 - 已佔領遺址	Mission 7 - Relics Captured	different
280105	任務 7 - 已通過橋樑	Mission 7 - Bridge Crossed	different
280106	任務 7 - 橋樑目標	Mission 7 - Bridge Objective	different
281200	血鴉部隊第三連隊	Blood Ravens 3rd Company	different
281202	法師馬加攻擊部隊	Farseer Macha Strike Force	different
281204	必爾坦攻擊部隊	Biel Tan Strike Force	different
281220	固守橋樑至：%1TIME%	Hold Bridge for: %1TIME%	different
282000	我們已經別無選擇了，只剩一條路可以走。明白我對你的要求了嗎？	Our choices are gone. We have but one recourse left. Do you understand what is asked of you?	different
282002	既然我是無條件付出，你也就不用「要求」了，法師。我的生命是屬於你的。	You cannot ask that which I offer freely, Farseer. My life is yours.	different
282004	偉大的勇者，從現在起，你的生命屬於所有神靈族。	It belongs to all Eldar now, brave one.	different
282005	你即將成為全軍的表率!	You will become the war-cry made manifest!	different
282006	敵人的鮮血玷污了我們的雙手，但是戰爭尚未結束。我們或許不能說服人類放棄他們的目標，但我們也絕不允許任何人找出埋藏在這裡的神器。	The blood of many foes stains our hands, but there shall be more to come. We cannot dissuade the humans from their course and we cannot allow anyone to find what lies buried here.	different
282008	本軍已完成集結，準備全力應戰。	The host is assembled and we fully commit ourselves to the battle.	different
282010	你是我們之中最優秀的人。希望蓋拉‧門夏‧凱因挑選你做為他的轉生宿主。	You are the best of us. May Kaela Mensha Khaine find you worthy of becoming his Avatar.	different
282012	這樣人類就會死得適得其所了!	Then the humans shall have the death they seek!	different
282014	慢了這麼久 -- 你還欠我們一把鑰匙，辛吉!偽帝皇的爪牙和神靈族將會在城內決戰 --	This delay -- you cost us the Key, Sindri! The False Emperor’s lackeys and Eldar will battle for the city --	different
282016	巴爾大人，在你的威望之下，他們就像是一群無足輕重的蠢蛋一樣。我只需要你一點點的耐心。你很快就會明白，一切事情都在依照你我的計劃進行。請不要失去信心。目前為止，我有做錯任何事情嗎？	They are naught but hapless fools before your might, Lord Bale. Surely a modicum of patience is in order here. Matters progress to your benefit and my devices. You will see. Have faith. Have I led you astray thus far?	different
282018	沒有，可是如果你失敗的話 --	No, but if you fail me in this--	different
282020	是的，如果失敗的話，我就有苦頭吃了。請你們準備好，待我一下令就展開行動。	Yes, yes, then my suffering shall be great. Just be ready to move when I instruct.	different
282022	再過不久，鑰匙就是我的了。	Just a bit longer, and then the Key will be mine.	different
282024	離目標越來越近了。兄弟們，小心警戒!	You are approaching the objective. On your guard, brothers.	different
282026	有埋伏!是該死的異星怪物!	An ambush! Foul xenos!	different
282050	鑰匙就在這座紀念碑中，目前仍為神靈族所把持。	The Key is located in this monument, which is currently held by the Eldar.	different
282052	我們必須穿越城巿，抵達這座紀念碑，並將鑰匙從這些狡猾的外星人手中奪走。	We must find our way through the city to the monument and take it from these treacherous aliens.	different
282060	一處帝國遺址!	An Imperial Relic!	different
282062	我們絕不允許這些珍貴的遺址落入敵人手中。根據傳言，這附近共有三處遺址。	We cannot allow these precious Relics to fall into enemy hands. There are 3 Relics rumored to be located in the area.	different
282064	派出步兵團，儘可能地占領這些遺址。方法就和占領戰略位置一樣。	Capture them if at all possible. They can be captured by infantry in the same way Strategic Points are captured.	different
282080	那是什麼鬼東西？!	What is that, thing?!?	different
282082	由狡猾的神靈族召喚出來的惡魔，又叫做「戰神分身」。	A Daemon conjured by the treacherous Eldar. It is called an Avatar.	different
282084	我們絕不允許這個惡魔任意踐踏帝國的土地。各位弟兄們，我們必須立刻摧毀它，但是請小心，絕對不可低估這傢伙。	We cannot allow this abomination to walk on Imperial soil. Destroy it, but be wary Brothers, it will be an enemy to be reckoned with.	different
282100	「戰神分身」被我們消滅了。神靈族的精神指標遭到破壞，想必他們的士氣也會大受打擊。幹得好，各位弟兄!	The Avatar is destroyed. The Eldar will not fight so fiercely now that their symbol of war is vanquished. Well done, my Brothers!	different
282120	神靈族已為這座橋設下防禦，並關上大門。	The Eldar have fortified this bridge, and closed the gate.	different
282122	為了跨越這座橋，我們必須占領並固守這座橋上的戰略位置達兩分鐘之久。	In order to get through we must capture and hold the Strategic Point on the bridge for 2 minutes.	different
282124	如此一來，我們才有足夠時間修改控制室的電路，並打開大門。	This will give us enough time to re-work the gatehouse circuitry and open the gates.	different
282140	這裡十分適合建造第二座基地。	This would be an excellent location for a secondary base.	different
282160	這個區域共有三處遺址，我們已經全數占領。透過這些遺址，我們便能合法徵召最菁英的帝皇部隊。	We have captured all 3 Relics in this area. Relics justify the requisition of the Emperor’s finest troops.	different
282162	我們現在可以在衛星收發站徵召終極戰士。請妥善運用終極戰士，他們在戰場上可說是所向無敵。	We may now requisition Terminators at the Orbital Relay structure. Use these units well. They are almost unstoppable on the field of battle.	different
282200	就在這附近了。你也感覺到它的力量了，對吧？	It lies within reach now. You sense its power, do you not?	different
282201	你還認為自己有力量利用它來對付我嗎？現在你的障礙只剩下那名法師了。	Still think you have the strength to use it against me? All that stands in your way is that Farseer.	different
282202	殺了我吧，消滅我的肉體，讓我的名字隨風消逝 -- 但請仍記住我的話。將我腳下的神器埋到地底深處，免得我們所有人的存在遭到註銷。眼前我倆或許相互為敵，事實上我們擁有一個更強大的共同敵人。	Kill me, obliterate my body and cast my name to the wind -- but you must heed me. Bury that which lies beneath my feet. It will undo us all. I may be your enemy in this, but we both have a greater foe.	different
282204	別聽她的話，加百列。我們必須立刻殺死這隻「外星人」。	Do not listen, Gabriel. We must destroy this ‘alien’.	different
282206	在她的話中，有許多值得我們學習的事情。	She knows much, much we need to learn.	different
282208	她不過是個滿口謊言的騙子!別聽她的話，加百列!	What could she offer but lies! Do not trust her, Gabriel!	different
282210	鑰匙!	The Key!	different
282212	不!去你的!	NO! Damn you!	different
282214	外星人，那個人是誰？他偷了什麼？	Who was that, alien? What did he steal!?	different
282216	一把鑰匙。一條血腥通道的最後一步。	A key. The last step along a bloody path.	different
282218	用來開什麼門的鑰匙？	A Key to what?	different
282220	註銷我們所有人的存在。	The undoing of us all.	different
282222	別再製造謎語了!	Stop speaking in riddles!	different
282224	他偷了一把鑰匙，通往這個世界的陰暗倒影，通往表層之下的邪惡與恐怖。	He stole a key, a key to the shadows of this world, to the evil horror that lies within.	different
282226	快告訴我這把鑰匙的作用!	Tell me what this key does!	different
282228	你居然不知道？看來你的審判官瞞了你不少事情。他知道答案，去問他吧。	You do not know? Your Inquisitor keeps you on a short leash. He knows. Ask him.	different
282230	你竟敢出言誹謗帝皇的忠臣。	How dare you speak ill of the Emperor’s loyal subject.	different
282232	打從他抵達這裡的第一天起，他就已經明白一切了，或者恕我直言 -- 他根本沒離開過這裡。他趕在異變風暴襲來的前幾天突然出現，你不覺得實在太巧了嗎？還有，我又是怎麼知道他這個人的？人類，眼前的一切紛擾，不是你們可以獨力應付的。但是我們可以互相協助，共同阻止混沌勢力達成他們的目的。	He has known since he arrived, or should I say -- he never left. Do you not think it convenient he appeared from nowhere and landed on the cusp of a warp storm? Or that I know him already? Human, you are caught in events beyond your reckoning. But we can help one another and stop the forces of Chaos from succeeding.	different
282234	你的作戰技能令我印象深刻，外星人。不過，就算我們的目標一致，我也不能冒險讓你有機會背叛我們。我已經浪費太多時間在你身上了…	You fought well, alien, and while we share common goals, I cannot risk your betrayal in this matter. You have squandered enough of my attentions….	different
282236	不!不管情況變好或變壞，我和他的命運都已經分不開了。	No! For better or worse, we are locked in our course now, him and I.	different
282238	你們的敵人已經在達湳巿區完成佈局，不過他們不會在那裡待太久。相信你也知道，我們的軍力太弱，無法與之交戰。	Your enemies have taken position in the Danaan city-sector. They will not remain there long. We are too weak to fight them. You have seen to that.	different
282300	我們已經佔領了控制橋樑的戰略位置，接著要做的，是防禦敵人的攻擊，固守這個位置。	We've captured the Strategic Point controlling the bridge. Now we must hold it against the enemy.	different
282310	只要再多固守橋樑戰略位置一分鐘就好了!兄弟們，罩子放亮點!	We only need to hold the bridge point for one more minute. Stay vigilant, brothers.	different
282320	我們已經佔領了橋樑，現在要放下閘門了。	We have captured the bridge. The gates will now be lowered.	different
282330	要前往紀念碑，我們得先找出過河的方法。	To reach the monument we need to find a way across the river.	different
282332	神靈族應該已經將絕大部分過河的橋樑給摧毀了，但是他們一定會留下一個完好的橋自己使用，我們一定要找出那座橋在哪裡!	The Eldar have likely destroyed most of the bridges crossing the river, but they would leave at least one intact. We must find that bridge.	different
282340	戰神分身正在撤退!	The Avatar is retreating!	different
